# TestSim (Up to date)
# 754 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (28.8 m/s)
#   Discontinuity in rocket body diameter.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s�),Total velocity (m/s),Total acceleration (m/s�),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (�),Lateral velocity (m/s),Lateral acceleration (m/s�),Latitude (�),Longitude (�),Gravitational acceleration (m/s�),Angle of attack (�),Roll rate (�/s),Pitch rate (�/s),Yaw rate (�/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg�m�),Rotational moment of inertia (kg�m�),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s�),Reference length (cm),Reference area (cm�),Vertical orientation (zenith) (�),Lateral orientation (azimuth) (�),Wind velocity (m/s),Air temperature (�C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
8.5916,1108.5,134.98,-22.971,135.58,23.012,81.242,0.025166,81.242,0.017748,12.714,1.3769,28.61,-80.599,9.7888,0.014007,6.4548e-5,-0.58353,-0.018793,3040.9,0,0.68431,0.010622,108.62,80.101,2.8067,0.40399,13508816,0,40.294,0.4903,0.4903,0.29902,0.050066,0.14122,0.0020376,0.0055035,2.2794e-4,0,0,0,0,-1.9646e-5,0.017381,10.16,81.073,83.872,0.027714,NaN,7.7944,887.2,336.02,0.05,0.1448
8.6416,1115.3,133.84,-22.724,134.43,22.77,81.876,0.025525,81.876,0.017862,12.644,1.4339,28.61,-80.599,9.7887,0.005864,6.4574e-5,0.50057,0.14052,3040.9,0,0.68431,0.010622,108.61,80.101,2.8062,0.40064,13388578,0,39.566,0.48995,0.48995,0.2991,0.049976,0.14087,8.5242e-4,0.0024676,4.7367e-4,0,0,0,0,1.4702e-5,0.017234,10.16,81.073,83.846,0.015932,NaN,7.7508,886.48,336,0.05,0.14518
8.6916,1121.9,132.71,-22.502,133.3,22.539,82.507,0.025873,82.507,0.017967,12.575,1.2891,28.61,-80.599,9.7887,0.027347,6.4439e-5,-0.41697,0.02605,3040.9,0,0.68431,0.010622,108.58,80.101,2.8031,0.39728,13268333,0,38.846,0.48959,0.48959,0.29918,0.049886,0.14052,0.0039773,0.010718,-1.4361e-4,0,0,0,0,-1.0376e-5,0.017089,10.16,81.073,83.821,0.0097367,NaN,7.7074,885.78,335.97,0.05,0.14557
8.7416,1128.5,131.59,-22.262,132.18,22.304,83.134,0.026206,83.134,0.018061,12.51,1.3664,28.61,-80.599,9.7887,0.0017716,6.4519e-5,-0.079898,0.14426,3040.9,0,0.68431,0.010622,108.59,80.101,2.8043,0.39399,13150572,0,38.148,0.48924,0.48924,0.29926,0.049799,0.14018,2.5726e-4,3.9661e-4,-1.4228e-4,0,0,0,0,-3.8744e-7,0.016946,10.16,81.073,83.808,0.012495,NaN,7.6645,885.07,335.94,0.05,0.14595
8.7916,1135.1,130.48,-22.03,131.07,22.076,83.758,0.026528,83.758,0.018147,12.44,1.423,28.61,-80.599,9.7887,0.020644,6.4642e-5,0.31595,-0.013045,3040.9,0,0.68431,0.010622,108.56,80.101,2.8015,0.39073,13033990,0,37.463,0.4889,0.4889,0.29934,0.049714,0.13985,0.0029991,0.0087833,-9.4728e-5,0,0,0,0,6.1611e-6,0.016804,10.16,81.073,83.797,0.020797,NaN,7.6219,884.38,335.92,0.05,0.14634
8.8416,1141.6,129.38,-21.807,129.97,21.854,84.378,0.026845,84.378,0.018229,12.368,1.4298,28.61,-80.599,9.7887,0.028197,6.4988e-5,0.64179,-0.027616,3040.9,0,0.68431,0.010622,108.55,80.101,2.7997,0.3875,12918668,0,36.793,0.48857,0.48857,0.29942,0.04963,0.13952,0.0040961,0.011578,4.0007e-4,0,0,0,0,2.5851e-5,0.016663,10.16,81.073,83.773,0.03007,NaN,7.5797,883.68,335.89,0.05,0.14671
8.8916,1148,128.3,-21.591,128.89,21.638,84.995,0.027166,84.995,0.018313,12.297,1.427,28.61,-80.599,9.7886,0.032157,6.5193e-5,1.0371,-0.058072,3040.9,0,0.68431,0.010622,108.53,80.101,2.7983,0.38431,12804952,0,36.138,0.48824,0.48824,0.29949,0.049548,0.1392,0.0046704,0.012825,1.9343e-4,0,0,0,0,6.8639e-5,0.016524,10.16,81.073,83.731,0.038181,NaN,7.5378,883,335.87,0.05,0.14709
8.9416,1154.4,127.22,-21.396,127.81,21.433,85.608,0.027499,85.608,0.018404,12.23,1.2495,28.61,-80.599,9.7886,0.015434,6.5014e-5,-1.175,-0.12574,3040.9,0,0.68431,0.010622,108.54,80.101,2.7988,0.38113,12691546,0,35.491,0.48792,0.48792,0.29957,0.049466,0.13888,0.0022392,0.0059411,1.0653e-4,0,0,0,0,-8.9591e-5,0.016386,10.16,81.073,83.673,0.042427,NaN,7.4963,882.32,335.84,0.05,0.14748
8.9916,1160.8,126.16,-21.204,126.74,21.232,86.218,0.027844,86.218,0.018504,12.171,1.0918,28.61,-80.599,9.7886,0.058127,6.4572e-5,-0.70133,-0.031293,3040.9,0,0.68431,0.010622,108.49,80.101,2.7939,0.37797,12579149,0,34.856,0.4876,0.4876,0.29964,0.049386,0.13857,0.0084451,0.024062,4.107e-4,0,0,0,0,-3.246e-5,0.016249,10.16,81.073,83.624,0.037551,NaN,7.4551,881.65,335.82,0.05,0.14785
9.0416,1167,125.1,-20.998,125.69,21.027,86.825,0.028198,86.825,0.018608,12.117,1.0898,28.61,-80.599,9.7886,0.053896,6.5193e-5,0.030234,-0.025749,3040.9,0,0.68431,0.010622,108.48,80.101,2.7933,0.37485,12468235,0,34.235,0.48729,0.48729,0.29971,0.049308,0.13827,0.0078261,0.022073,4.193e-4,0,0,0,0,6.1341e-8,0.016114,10.16,81.073,83.608,0.02661,NaN,7.4143,880.98,335.79,0.05,0.14823
9.0916,1173.3,124.06,-20.791,124.64,20.822,87.429,0.02855,87.429,0.01871,12.062,1.1344,28.61,-80.599,9.7886,0.033477,6.5361e-5,0.56853,-0.045946,3040.9,0,0.68431,0.010622,108.49,80.101,2.7941,0.37175,12358110,0,33.624,0.48698,0.48698,0.29978,0.04923,0.13797,0.0048552,0.013922,-4.4134e-4,0,0,0,0,2.2057e-5,0.015981,10.16,81.073,83.624,0.015452,NaN,7.3738,880.32,335.77,0.05,0.14861
9.1416,1179.4,123.03,-20.558,123.61,20.612,88.031,0.028892,88.031,0.018804,11.997,1.4908,28.61,-80.599,9.7886,0.084922,6.5084e-5,-0.3234,-0.0091083,3040.9,0,0.68431,0.010622,108.43,80.101,2.7885,0.36875,12251284,0,33.039,0.48668,0.48669,0.29985,0.049156,0.13768,0.012339,0.03398,-4.0778e-4,0,0,0,0,-7.2552e-6,0.015848,10.16,81.073,83.652,0.011795,NaN,7.3336,879.66,335.74,0.05,0.14899
9.1916,1185.6,122,-20.361,122.58,20.418,88.629,0.029221,88.629,0.01889,11.92,1.5233,28.61,-80.599,9.7885,0.10255,6.5392e-5,0.8822,-1.8514e-4,3040.9,0,0.68431,0.010622,108.41,80.101,2.786,0.36573,12144259,0,32.457,0.48639,0.4864,0.29992,0.049082,0.13739,0.014907,0.041457,-1.2412e-4,0,0,0,0,5.4889e-5,0.015717,10.16,81.073,83.638,0.014416,NaN,7.2938,879.01,335.72,0.05,0.14938
9.2416,1191.6,120.99,-20.199,121.57,20.238,89.223,0.029541,89.223,0.01897,11.85,1.2661,28.61,-80.599,9.7885,0.024735,6.4757e-5,1.6648,0.0027336,3040.9,0,0.68431,0.010622,108.47,80.101,2.792,0.36271,12037262,0,31.879,0.48609,0.48609,0.29998,0.049008,0.1371,0.0035824,0.0098323,-2.0862e-4,0,0,0,0,1.9877e-4,0.015586,10.16,81.073,83.571,0.022988,NaN,7.2543,878.36,335.7,0.05,0.14975
9.2916,1197.7,119.98,-20.02,120.56,20.057,89.814,0.029859,89.814,0.019048,11.788,1.2188,28.61,-80.599,9.7885,0.011327,6.4716e-5,1.8017,-0.10466,3040.9,0,0.68431,0.010622,108.47,80.101,2.7923,0.35977,11933243,0,31.324,0.48581,0.48581,0.30005,0.048937,0.13683,0.001639,0.004098,-2.4369e-4,0,0,0,0,2.3666e-4,0.015457,10.16,81.073,83.484,0.031754,NaN,7.2152,877.72,335.67,0.05,0.15013
9.3416,1203.6,118.99,-19.867,119.56,19.89,90.402,0.030181,90.402,0.019128,11.733,0.95549,28.61,-80.599,9.7885,0.074351,6.5132e-5,-1.503,-0.013039,3040.9,0,0.68431,0.010622,108.4,80.101,2.7858,0.35681,11828456,0,30.77,0.48553,0.48554,0.30011,0.048867,0.13655,0.010784,0.030222,4.4722e-4,0,0,0,0,-1.6745e-4,0.01533,10.16,81.073,83.397,0.036438,NaN,7.1763,877.08,335.65,0.05,0.15051
9.3916,1209.6,118,-19.686,118.57,19.711,90.987,0.030511,90.987,0.019213,11.686,0.99466,28.61,-80.599,9.7885,0.058663,6.4956e-5,-0.68733,-0.020698,3040.9,0,0.68431,0.010622,108.41,80.101,2.7863,0.35392,11726237,0,30.234,0.48526,0.48526,0.30017,0.048798,0.13628,0.0085001,0.024107,1.4787e-4,0,0,0,0,-3.5599e-5,0.015203,10.16,81.073,83.343,0.035447,NaN,7.1378,876.45,335.62,0.05,0.15089
9.4416,1215.4,117.02,-19.5,117.59,19.53,91.57,0.030847,91.57,0.019301,11.634,1.0921,28.61,-80.599,9.7884,0.020413,6.5368e-5,-0.27011,-0.018538,3040.9,0,0.68431,0.010622,108.44,80.101,2.7889,0.35105,11624852,0,29.708,0.48499,0.48499,0.30024,0.04873,0.13602,0.0029521,0.0085884,3.3917e-4,0,0,0,0,-5.589e-6,0.015078,10.16,81.073,83.321,0.029176,NaN,7.0997,875.83,335.6,0.05,0.15127
9.4916,1221.3,116.05,-19.322,116.62,19.356,92.151,0.031185,92.151,0.01939,11.578,1.1422,28.61,-80.599,9.7884,0.00336,6.5262e-5,0.17687,0.061936,3040.9,0,0.68431,0.010622,108.44,80.101,2.7895,0.34818,11523868,0,29.188,0.48472,0.48472,0.3003,0.048663,0.13576,4.8542e-4,0.0015055,-4.7028e-5,0,0,0,0,2.4364e-6,0.014953,10.16,81.073,83.311,0.021111,NaN,7.0618,875.21,335.58,0.05,0.15165
9.5416,1227,115.08,-19.16,115.66,19.19,92.728,0.031518,92.728,0.019475,11.522,1.0645,28.61,-80.599,9.7884,0.017963,6.5244e-5,-0.13965,0.0053546,3040.9,0,0.68431,0.010622,108.42,80.101,2.7874,0.34531,11422768,0,28.673,0.48446,0.48446,0.30036,0.048597,0.1355,0.0025959,0.0076344,-8.0422e-5,0,0,0,0,-1.5443e-6,0.01483,10.16,81.073,83.302,0.016089,NaN,7.0242,874.59,335.56,0.05,0.15203
9.5916,1232.8,114.13,-18.989,114.71,19.021,93.303,0.031843,93.303,0.019554,11.468,1.1139,28.61,-80.599,9.7884,0.0066991,6.5228e-5,0.042329,-0.0046936,3040.9,0,0.68431,0.010622,108.42,80.101,2.7876,0.34249,11323549,0,28.172,0.4842,0.4842,0.30042,0.048532,0.13525,9.6737e-4,0.0030357,-9.7362e-5,0,0,0,0,1.4425e-7,0.014708,10.16,81.073,83.298,0.017771,NaN,6.987,873.99,335.53,0.05,0.15243
9.6416,1238.5,113.19,-18.819,113.76,18.856,93.875,0.032161,93.875,0.019629,11.411,1.1719,28.61,-80.599,9.7884,0.034845,6.5202e-5,0.25506,-0.012573,3040.9,0,0.68431,0.010622,108.39,80.101,2.7842,0.3397,11225454,0,27.681,0.48394,0.48395,0.30047,0.048469,0.135,0.0050363,0.014364,3.7597e-4,0,0,0,0,5.3246e-6,0.014587,10.16,81.073,83.292,0.024159,NaN,6.95,873.38,335.51,0.05,0.15283
9.6916,1244.1,112.25,-18.665,112.82,18.698,94.444,0.032479,94.444,0.019704,11.353,1.1207,28.61,-80.599,9.7884,0.022019,6.5031e-5,0.56726,-0.021049,3040.9,0,0.68431,0.010622,108.39,80.101,2.7846,0.33692,11127674,0,27.196,0.48369,0.48369,0.30053,0.048406,0.13476,0.0031798,0.008902,4.2607e-4,0,0,0,0,2.6779e-5,0.014466,10.16,81.073,83.271,0.030432,NaN,6.9134,872.78,335.49,0.05,0.1532
9.7416,1249.7,111.32,-18.497,111.89,18.538,95.01,0.032799,95.01,0.019779,11.295,1.2321,28.61,-80.599,9.7883,0.069787,6.5343e-5,0.96508,-0.016612,3040.9,0,0.68431,0.010622,108.34,80.101,2.7795,0.33421,11032547,0,26.73,0.48345,0.48346,0.30059,0.048345,0.13452,0.010096,0.028228,-6.8748e-5,0,0,0,0,7.878e-5,0.014347,10.16,81.073,83.234,0.034666,NaN,6.8771,872.19,335.47,0.05,0.15358
9.7916,1255.2,110.4,-18.349,110.97,18.387,95.574,0.033124,95.574,0.019857,11.234,1.1869,28.61,-80.599,9.7883,0.056664,6.5234e-5,1.6085,-0.021933,3040.9,0,0.68431,0.010622,108.35,80.101,2.7799,0.3315,10937574,0,26.267,0.48321,0.48322,0.30064,0.048285,0.13429,0.0081906,0.022694,9.96e-6,0,0,0,0,2.2246e-4,0.014229,10.16,81.073,83.169,0.035345,NaN,6.841,871.6,335.44,0.05,0.15396
9.8416,1260.7,109.48,-18.221,110.05,18.248,96.134,0.033454,96.134,0.019939,11.179,0.98304,28.61,-80.599,9.7883,0.021194,6.5442e-5,-1.7937,-0.05307,3040.9,0,0.68431,0.010622,108.37,80.101,2.7823,0.32879,10842432,0,25.808,0.48297,0.48297,0.3007,0.048225,0.13405,0.0030581,0.0090001,-1.1714e-4,0,0,0,0,-2.8125e-4,0.014112,10.16,81.073,83.081,0.033262,NaN,6.8053,871.01,335.42,0.05,0.15434
9.8916,1266.2,108.58,-18.081,109.15,18.105,96.692,0.033789,96.692,0.020022,11.132,0.92248,28.61,-80.599,9.7883,0.043594,6.5446e-5,-1.446,-0.010942,3040.9,0,0.68431,0.010622,108.34,80.101,2.7796,0.32612,10749176,0,25.363,0.48274,0.48274,0.30075,0.048167,0.13383,0.0062944,0.017948,-4.5755e-4,0,0,0,0,-1.8581e-4,0.013996,10.16,81.073,83,0.030239,NaN,6.7699,870.43,335.4,0.05,0.15472
9.9416,1271.6,107.68,-17.96,108.25,17.974,97.247,0.034125,97.247,0.020106,11.091,0.70825,28.61,-80.599,9.7883,0.12789,6.6135e-5,-0.71186,-0.0043521,3040.9,0,0.68431,0.010622,108.26,80.101,2.7713,0.32342,10654707,0,24.916,0.48251,0.48253,0.3008,0.048108,0.1336,0.018527,0.051761,-1.2143e-4,0,0,0,0,-4.5795e-5,0.01388,10.16,81.073,82.943,0.028177,NaN,6.7347,869.86,335.38,0.05,0.15509
9.9916,1276.9,106.78,-17.817,107.35,17.83,97.801,0.034462,97.801,0.020189,11.057,0.69603,28.61,-80.599,9.7883,0.12816,6.6747e-5,0.48055,-0.0066427,3040.9,0,0.68431,0.010622,108.25,80.101,2.7705,0.32076,10561735,0,24.48,0.48228,0.4823,0.30085,0.048051,0.13337,0.018562,0.051692,1.4713e-4,0,0,0,0,2.1219e-5,0.013766,10.16,81.073,82.937,0.025846,NaN,6.6999,869.29,335.36,0.05,0.15547
10.042,1282.3,105.89,-17.65,106.47,17.673,98.353,0.034797,98.353,0.020271,11.017,0.90749,28.61,-80.599,9.7882,0.030866,6.7403e-5,1.207,-0.028224,3040.9,0,0.68431,0.010622,108.33,80.101,2.7786,0.31815,10470680,0,24.056,0.48206,0.48206,0.30091,0.047995,0.13316,0.0044508,0.012231,-6.582e-5,0,0,0,0,1.3609e-4,0.013653,10.16,81.073,82.983,0.024044,NaN,6.6653,868.72,335.34,0.05,0.15585
10.092,1287.5,105.02,-17.481,105.59,17.52,98.902,0.035129,98.902,0.020351,10.965,1.1727,28.61,-80.599,9.7882,0.093848,6.7273e-5,-0.9376,-0.0067631,3040.9,0,0.68431,0.010622,108.27,80.101,2.7722,0.31557,10380904,0,23.643,0.48184,0.48185,0.30095,0.047941,0.13295,0.013566,0.037574,4.8017e-6,0,0,0,0,-8.3474e-5,0.01354,10.16,81.073,83.041,0.023714,NaN,6.6311,868.16,335.32,0.05,0.15622
10.142,1292.8,104.15,-17.337,104.72,17.381,99.449,0.035459,99.449,0.020429,10.904,1.2368,28.61,-80.599,9.7882,0.13201,6.7151e-5,0.06734,-0.0054124,3040.9,0,0.68431,0.010622,108.23,80.101,2.7681,0.31299,10290852,0,23.232,0.48163,0.48165,0.301,0.047886,0.13273,0.019108,0.053254,-3.1567e-4,0,0,0,0,4.3779e-7,0.013428,10.16,81.073,83.064,0.024915,NaN,6.5971,867.6,335.3,0.05,0.1566
10.192,1297.9,103.28,-17.213,103.85,17.251,99.993,0.035786,99.993,0.020505,10.844,1.1431,28.61,-80.599,9.7882,0.098194,6.6786e-5,1.0394,-0.006248,3040.9,0,0.68431,0.010622,108.25,80.101,2.7705,0.31041,10201112,0,22.825,0.48141,0.48143,0.30105,0.047833,0.13253,0.01419,0.0394,-3.3624e-4,0,0,0,0,1.0605e-4,0.013318,10.16,81.073,83.035,0.027783,NaN,6.5634,867.05,335.28,0.05,0.15699
10.242,1303.1,102.42,-17.098,102.99,17.127,100.53,0.036112,100.53,0.020581,10.79,1.0099,28.61,-80.599,9.7882,0.042752,6.7241e-5,1.6099,-0.014414,3040.9,0,0.68431,0.010622,108.29,80.101,2.7748,0.30786,10112448,0,22.427,0.4812,0.4812,0.3011,0.04778,0.13232,0.006162,0.016596,3.7635e-4,0,0,0,0,2.5869e-4,0.013208,10.16,81.073,82.967,0.030993,NaN,6.5299,866.51,335.26,0.05,0.15737
10.292,1308.2,101.57,-16.981,102.14,17.005,101.07,0.036441,101.07,0.020657,10.742,0.91492,28.61,-80.599,9.7882,0.0018501,6.7248e-5,1.6446,-0.63285,3040.9,0,0.68431,0.010622,108.32,80.101,2.7778,0.30534,10025152,0,22.039,0.481,0.481,0.30115,0.047729,0.13212,2.6613e-4,3.6917e-4,3.7897e-4,0,0,0,0,2.7445e-4,0.013098,10.16,81.073,82.881,0.035056,NaN,6.4968,865.96,335.24,0.05,0.15785
10.342,1313.2,100.73,-16.874,101.29,16.891,101.61,0.036773,101.61,0.020736,10.701,0.74762,28.61,-80.599,9.7881,0.074599,6.715e-5,-1.4916,-0.015296,3040.9,0,0.68431,0.010622,108.25,80.101,2.7706,0.30282,9937692,0,21.654,0.48079,0.4808,0.30119,0.047678,0.13192,0.010762,0.030344,9.9293e-5,0,0,0,0,-2.2958e-4,0.01299,10.16,81.073,82.797,0.037907,NaN,6.4639,865.43,335.22,0.05,0.1586
10.392,1318.3,99.885,-16.76,100.45,16.773,102.14,0.03711,102.14,0.020817,10.666,0.66361,28.61,-80.599,9.7881,0.11186,6.7343e-5,-0.74445,-0.0069317,3040.9,0,0.68431,0.010622,108.21,80.101,2.7667,0.30032,9851131,0,21.277,0.48059,0.48061,0.30124,0.047627,0.13173,0.016159,0.045073,-3.044e-4,0,0,0,0,-5.8146e-5,0.012883,10.16,81.073,82.74,0.038201,NaN,6.4313,864.89,335.2,0.05,0.1593
10.442,1323.2,99.05,-16.643,99.619,16.654,102.67,0.037454,102.67,0.0209,10.634,0.61069,28.61,-80.599,9.7881,0.13276,6.7578e-5,0.18308,-0.0033194,3040.9,0,0.68431,0.010622,108.19,80.101,2.7642,0.29783,9764679,0,20.904,0.48039,0.48042,0.30129,0.047577,0.13153,0.019191,0.052899,-2.4715e-4,0,0,0,0,3.5764e-6,0.012776,10.16,81.073,82.726,0.037077,NaN,6.399,864.36,335.18,0.05,0.15979
10.492,1328.2,98.221,-16.501,98.792,16.519,103.21,0.037801,103.21,0.020986,10.6,0.78602,28.61,-80.599,9.7881,0.039065,6.7003e-5,0.86666,0.00242,3040.9,0,0.68431,0.010622,108.26,80.101,2.7719,0.29539,9680468,0,20.542,0.4802,0.4802,0.30133,0.047529,0.13134,0.0056232,0.015309,-3.6953e-4,0,0,0,0,8.1475e-5,0.01267,10.16,81.073,82.755,0.035267,NaN,6.3669,863.84,335.16,0.05,0.16017
10.542,1333.1,97.4,-16.372,97.97,16.394,103.73,0.038151,103.73,0.021072,10.558,0.859,28.61,-80.599,9.7881,0.0075672,6.7127e-5,-0.94459,3.5427e-4,3040.9,0,0.68431,0.010622,108.29,80.101,2.7742,0.29294,9595651,0,20.181,0.48001,0.48001,0.30137,0.047481,0.13116,0.0010876,0.0028655,2.5397e-4,0,0,0,0,-9.8427e-5,0.012565,10.16,81.073,82.802,0.032002,NaN,6.3351,863.32,335.14,0.05,0.16056
10.592,1337.9,96.584,-16.242,97.155,16.271,104.26,0.038501,104.26,0.021158,10.513,0.96722,28.61,-80.599,9.7881,0.073329,6.7206e-5,-0.66682,0.0019023,3040.9,0,0.68431,0.010622,108.22,80.101,2.7677,0.29052,9512055,0,19.83,0.47982,0.47983,0.30142,0.047434,0.13097,0.010566,0.029661,-4.71e-4,0,0,0,0,-4.9877e-5,0.01246,10.16,81.073,82.844,0.028948,NaN,6.3036,862.8,335.12,0.05,0.16093
10.642,1342.7,95.776,-16.114,96.345,16.15,104.79,0.038849,104.79,0.021242,10.461,1.0814,28.61,-80.599,9.7881,0.1423,6.7429e-5,0.092892,-9.4331e-4,3040.9,0,0.68431,0.010622,108.15,80.101,2.7609,0.28814,9429795,0,19.488,0.47964,0.47967,0.30146,0.047388,0.13079,0.020561,0.056383,4.8171e-4,0,0,0,0,9.8411e-7,0.012357,10.16,81.073,82.86,0.027496,NaN,6.2724,862.29,335.1,0.05,0.16133
10.692,1347.5,94.973,-16.007,95.541,16.04,105.31,0.039195,105.31,0.021326,10.408,1.0344,28.61,-80.599,9.788,0.12572,6.7259e-5,1.0557,0.0021036,3040.9,0,0.68431,0.010622,108.16,80.101,2.7618,0.28574,9347358,0,19.147,0.47946,0.47948,0.3015,0.047342,0.13061,0.018149,0.050463,-4.7995e-4,0,0,0,0,1.2926e-4,0.012254,10.16,81.073,82.831,0.028462,NaN,6.2414,861.78,335.08,0.05,0.16166
10.742,1352.2,94.175,-15.911,94.743,15.937,105.83,0.03954,105.83,0.021407,10.359,0.90716,28.61,-80.599,9.788,0.062685,6.6898e-5,1.6989,0.0096167,3040.9,0,0.68431,0.010622,108.21,80.101,2.7669,0.28336,9265398,0,18.81,0.47928,0.47928,0.30154,0.047297,0.13044,0.0090231,0.024625,4.6057e-4,0,0,0,0,3.4041e-4,0.012151,10.16,81.073,82.76,0.029246,NaN,6.2106,861.28,335.06,0.05,0.16197
10.792,1356.9,93.382,-15.804,93.95,15.83,106.34,0.039883,106.34,0.021488,10.314,0.90534,28.61,-80.599,9.788,0.064725,6.6605e-5,2.0801,-0.0010247,3040.9,0,0.68431,0.010622,108.21,80.101,2.7662,0.28106,9185855,0,18.488,0.4791,0.47911,0.30158,0.047253,0.13027,0.0093157,0.025202,2.1515e-4,0,0,0,0,5.1881e-4,0.01205,10.16,81.073,82.665,0.031257,NaN,6.1801,860.78,335.04,0.05,0.1623
10.842,1361.5,92.594,-15.699,93.162,15.725,106.86,0.040226,106.86,0.021569,10.269,0.90775,28.61,-80.599,9.788,0.068041,6.6831e-5,2.5041,-0.012222,3040.9,0,0.68431,0.010622,108.2,80.101,2.7653,0.27878,9107366,0,18.172,0.47893,0.47894,0.30162,0.047211,0.1301,0.0097924,0.026466,2.8213e-4,0,0,0,0,7.6429e-4,0.011949,10.16,81.073,82.551,0.033544,NaN,6.1499,860.29,335.03,0.05,0.16266
10.892,1366.2,91.812,-15.603,92.379,15.626,107.37,0.04057,107.37,0.021649,10.225,0.85095,28.61,-80.599,9.788,0.036675,6.7014e-5,2.8438,-0.034247,3040.9,0,0.68431,0.010622,108.22,80.101,2.7676,0.2765,9029146,0,17.86,0.47877,0.47877,0.30166,0.047169,0.12994,0.0052701,0.013954,4.368e-4,0,0,0,0,0.0010021,0.011849,10.16,81.073,82.416,0.035337,NaN,6.12,859.8,335.01,0.05,0.16299
10.942,1370.7,91.033,-15.531,91.602,15.543,107.88,0.040916,107.88,0.021731,10.188,0.60507,28.61,-80.599,9.788,0.10579,6.699e-5,-2.6525,-0.0095108,3040.9,0,0.68431,0.010622,108.15,80.101,2.7609,0.27417,8949218,0,17.545,0.47859,0.47861,0.3017,0.047126,0.12977,0.015244,0.042497,2.646e-4,0,0,0,0,-8.8679e-4,0.011749,10.16,81.073,82.275,0.036275,NaN,6.0902,859.31,334.99,0.05,0.16331
10.992,1375.3,90.259,-15.461,90.829,15.465,108.39,0.041266,108.39,0.021814,10.164,0.36702,28.61,-80.599,9.788,0.24516,6.688e-5,-1.5389,-0.0023022,3040.9,0,0.68431,0.010622,108.02,80.101,2.748,0.27183,8869096,0,17.233,0.47843,0.47851,0.30174,0.047083,0.12961,0.035531,0.09822,4.3428e-4,0,0,0,0,-3.037e-4,0.01165,10.16,81.073,82.167,0.036768,NaN,6.0608,858.83,334.97,0.05,0.16366
11.042,1379.8,89.488,-15.363,90.061,15.367,108.9,0.041618,108.9,0.021897,10.147,0.34812,28.61,-80.599,9.7879,0.2547,6.6146e-5,0.040494,-4.6722e-5,3040.9,0,0.68431,0.010622,108.01,80.101,2.7466,0.26954,8790687,0,16.929,0.47826,0.47836,0.30177,0.047042,0.12944,0.036922,0.10189,-1.4877e-4,0,0,0,0,2.1389e-7,0.011552,10.16,81.073,82.13,0.036496,NaN,6.0316,858.35,334.95,0.05,0.164
11.092,1384.2,88.723,-15.248,89.299,15.255,109.4,0.041973,109.4,0.021982,10.127,0.45308,28.61,-80.599,9.7879,0.18541,6.616e-5,1.3738,3.1412e-4,3040.9,0,0.68431,0.010622,108.06,80.101,2.7522,0.26727,8712965,0,16.629,0.4781,0.47815,0.30181,0.047001,0.12929,0.026793,0.07347,8.9778e-5,0,0,0,0,2.5041e-4,0.011455,10.16,81.073,82.167,0.036202,NaN,6.0026,857.88,334.94,0.05,0.16434
11.142,1388.6,87.963,-15.125,88.541,15.138,109.91,0.04233,109.91,0.022067,10.1,0.63983,28.61,-80.599,9.7879,0.059446,6.5951e-5,2.1014,-7.8032e-4,3040.9,0,0.68431,0.010622,108.17,80.101,2.763,0.26502,8635983,0,16.334,0.47794,0.47794,0.30185,0.046961,0.12913,0.0085428,0.022729,-2.5347e-4,0,0,0,0,5.9594e-4,0.011358,10.16,81.073,82.257,0.035029,NaN,5.9739,857.41,334.92,0.05,0.16464
11.192,1393,87.21,-15.009,87.789,15.029,110.41,0.042688,110.41,0.022152,10.064,0.78268,28.61,-80.599,9.7879,0.044905,6.5913e-5,-2.1154,-0.001915,3040.9,0,0.68431,0.010622,108.18,80.101,2.7638,0.26276,8558867,0,16.043,0.47778,0.47778,0.30188,0.046922,0.12898,0.006448,0.018675,-3.9001e-4,0,0,0,0,-6.1439e-4,0.011261,10.16,81.073,82.365,0.033928,NaN,5.9454,856.94,334.9,0.05,0.16494
11.242,1397.4,86.462,-14.889,87.041,14.921,110.92,0.043046,110.92,0.022236,10.02,0.98657,28.61,-80.599,9.7879,0.18988,6.5551e-5,-1.4552,4.938e-4,3040.9,0,0.68431,0.010622,108.05,80.101,2.7504,0.26056,8483527,0,15.762,0.47763,0.47768,0.30192,0.046883,0.12883,0.027431,0.075629,-2.0905e-4,0,0,0,0,-2.9574e-4,0.011166,10.16,81.073,82.457,0.032355,NaN,5.9172,856.48,334.88,0.05,0.16523
